rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
133,4521,"Yuu Yuu Hakusho: Makyo Toitsusen","Genesis/Mega Drive",1,1262,1262,1262,33,0,"2D Fighting","Treasure","Treasure, Tectoy","1994-01-01"
134,1360,"The Flintstones","Genesis/Mega Drive",1,1255,1255,1255,21,0,"2D Platforming","Taito","Taito","1993-10-22"
135,305,"Toki: Going Ape Spit","Genesis/Mega Drive",1,1238,1238,1238,29,0,"2D Platforming","Santos","Sega","1991-01-01"
136,7682,"~Homebrew~ CrazyBus","Genesis/Mega Drive",1,1215,1215,1215,13,0,"Racing","Tom Scripts","Devster Specialties","2005-09-09"
137,51,"Bubsy in Claws Encounters of the Furred Kind","Genesis/Mega Drive",1,1204,1204,1204,20,0,"2D Platforming","Accolade","Al Baker & Associates","1993-07-01"
138,2348,"Super Fantasy Zone","Genesis/Mega Drive",1,1192,1192,1192,45,0,"Shoot 'em Up","Sunsoft","Sega","1992-01-14"
139,4270,"Frogger","Genesis/Mega Drive",1,1190,1190,1190,21,0,"Arcade","Morning Star Multimedia","Majesco Entertainment","1998-01-01"
140,1443,"Vectorman 2","Genesis/Mega Drive",1,1188,1188,1188,38,0,"","BlueSky Software","Sega","1996-11-08"
141,5902,"Side Pocket","Genesis/Mega Drive",1,1171,1171,1171,16,0,"Sports - Billiards","Data East","Data East","1992-01-01"
142,12933,"Pac-Mania","Genesis/Mega Drive",1,1168,1168,1168,60,0,"Maze Chase","Namco","Tengen","1991-01-01"
143,313,"The Immortal","Genesis/Mega Drive",1,1168,1168,1168,19,0,"CRPG","Electronic Arts","Electronic Arts","1993-08-09"
144,303,"Mercs","Genesis/Mega Drive",1,1141,1141,1141,22,0,"","Sega","Sega","1991-09-27"
145,4462,"Chase H.Q. II","Genesis/Mega Drive",1,1140,1140,1140,29,0,"Racing","ITL","Taito","1992-10-23"
146,1436,"Phantasy Star II","Genesis/Mega Drive",1,1134,1134,1134,69,0,"Turn-Based RPG","Sega","Sega","1990-03-01"
147,126,"Show do Milhão: Volume 2","Genesis/Mega Drive",1,1130,1130,1130,14,0,"Game Show","Tectoy","Tectoy","2002-01-01"
148,349,"Spider-Man & Venom: Maximum Carnage","Genesis/Mega Drive",1,1112,1112,1112,29,0,"Beat 'em Up","Software Creations","Acclaim","1994-09-16"
149,230,"Phelios","Genesis/Mega Drive",1,1099,1099,1099,50,0,"Shoot 'em Up","Namco","Namco","1990-07-20"
150,4148,"The Jungle Book","Genesis/Mega Drive",1,1078,1078,1078,31,0,"2D Platforming","Eurocom, Virgin Interactive","Virgin Interactive","1994-07-01"
151,2268,"Valis III","Genesis/Mega Drive",1,1073,1073,1073,43,0,"Action","Telenet Japan","Sega, Renovation","1991-03-22"
152,330,"Wings of Wor","Genesis/Mega Drive",1,1071,1071,1071,29,0,"Shoot 'em Up","NCS","DreamWorks, Masaya | NCS, Sega","1991-01-25"
153,8393,"~Homebrew~ Fix-it Felix Jr.","Genesis/Mega Drive",1,1062,1062,1062,8,0,"Arcade","TobiKomi, Airwalk Studios","TobiKomi","2014-03-25"
154,33403,"~Homebrew~ Old Towers","Genesis/Mega Drive",1,1061,1061,1061,16,0,"Puzzle Platforming","RetroSouls","RetroSouls","2019-02-28"
155,44,"Air Buster","Genesis/Mega Drive",1,1029,1029,1029,17,0,"Shoot 'em Up","Kaneko","Namco","1991-01-31"
156,317,"Rolling Thunder 2","Genesis/Mega Drive",1,1017,1017,1017,24,0,"","Namco","Namco","1991-01-01"
157,203,"Toy Story","Genesis/Mega Drive",1,1013,1013,1013,32,0,"2D Platforming","Traveller's Tales","Disney Interactive Studios","1995-01-01"
158,29,"James Pond II - Codename: RoboCod","Genesis/Mega Drive",1,1009,1009,1009,27,0,"2D Platforming","Vectordean","Electronic Arts","1991-01-01"
