console,gameId,gameTitle,md5,romName,labels,patchUrl,region,romFile,romSize
Game Boy Color,6009,Barbie: Fashion Pack Games,45eeade46bd85f80af13af9dce572b9c,"Barbie - Fashion Pack Games (USA, Europe) (GB Compatible).gbc",nointro,,usa,"Barbie - Fashion Pack Games (USA, Europe).zip",211344
Game Boy Color,2499,Noddy and the Birthday Party,a67cb573673f041098f23f868a153019,"Noddy and the Birthday Party (Europe) (En,Fr,De,Es).gbc",nointro,,europe,Noddy and the Birthday Party (Europe).zip,334271
Game Boy Color,13053,Monopoly,5f1481260760c69843a61e9060ad7154,Monopoly (USA) (GB Compatible).gbc,nointro,,usa,Monopoly (USA).zip,107285
Game Boy Color,4940,Xtreme Sports,af1d1e17a5c568df796f4004be872649,Xtreme Sports (USA).gbc,nointro,,usa,Xtreme Sports (USA).zip,714416
Game Boy Color,8402,Toy Story 2,ef032b6f603b3a290a91d40cb9c4b3e6,"Toy Story 2 (USA, Europe) (SGB Enhanced) (GB Compatible).gbc",nointro,,usa,"Toy Story 2 (USA, Europe).zip",351682
Game Boy Color,14123,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,782b88b1bf9768a2b1b139177a0c1c33,Yu-Gi-Oh! Duel Monsters II - Dark Duel Stories (Japan) (SGB Enhanced) (GB Compatible).gbc,nointro,,japan,Yu-Gi-Oh! Duel Monsters II - Dark Duel Stories (Japan) (SGB Enhanced).zip,2048748
Game Boy Color,3671,Pooh and Tigger's Hunny Safari,5f872189d58f841b5672d4cb11ec3bbb,Pooh and Tigger's Hunny Safari (USA).gbc,nointro,,usa,Pooh and Tigger's Hunny Safari (USA).zip,489509
Game Boy Color,4526,Beatmania GB: GotchaMix 2,490cf7b762f7b735f249c3a3107c3e55,Beatmania GB - Gotcha Mix 2 (Japan).gbc,nointro,,japan,Beatmania GB - Gotcha Mix 2 (Japan).zip,662159
Game Boy Color,6556,Woody Woodpecker: Escape from Buzz Buzzard Park,2a26b9d248bf62788e23aa897e8e355c,Woody Woodpecker (USA).gbc,nointro,,usa,Woody Woodpecker (USA).zip,388004
Game Boy Color,11165,Bugs Bunny and Lola Bunny: Operation Carrot Patch,d5a558f3f63771ac1e40d53976e090ef,"Bugs Bunny & Lola Bunny - Operation Carrot Patch (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible).gbc",nointro,,europe,"Bugs Bunny & Lola Bunny - Operation Carrots (Europe) (En,Fr,De,Es,It,Nl).zip",247785
Game Boy Color,32799,Deer Hunter,11d3ca80ad24431babbec7a675d83bed,Deer Hunter (USA).gbc,nointro,,usa,Deer Hunter (USA).zip,157785
Game Boy Color,8461,Spider-Man 2: The Sinister Six,85bbad46380dffa631f8ce732e9c5d89,"Spider-Man 2 - The Sinister Six (USA, Europe).gbc",nointro,,usa,Spider-Man 2 - The Sinister Six (USA).zip,548747
Game Boy Color,30985,Sylvanian Melodies: Mori no Nakama to Odori Masho!,08130cb33fe270321d04d056b85d2037,Sylvanian Melodies - Mori no Nakama to Odori Masho! (Japan) (SGB Enhanced) (GB Compatible).gbc,nointro,,japan,Sylvanian Melodies - Mori no Nakama to Odori Masho! (Japan) (SGB Enhanced).zip,270365
Game Boy Color,6104,Towers: Lord Baniff's Deceit,0d7bca4e08d522493491484896f7f3cc,"Towers - Lord Baniff's Deceit (USA, Europe).gbc",nointro,,usa,"Towers - Lord Baniff's Deceit (USA, Europe).zip",392121
Game Boy Color,7210,Star Wars - Episode I: Racer,d1e875cb7dac0092e83b9e7799b06653,"Star Wars Episode I - Racer (USA, Europe) (Rumble Version).gbc",nointro,,usa,"Star Wars Episode I - Racer (USA, Europe).zip",679579
Game Boy Color,8337,Montezuma's Return,5f821976274f5e6147f2354a6d01f098,"Montezuma's Return! (USA) (En,Es) (GB Compatible).gbc",nointro,,usa,Montezuma's Return! (USA).zip,229977
Game Boy Color,14039,Perfect Dark,840e1ddb2696ecae487fd264a3c34581,"Perfect Dark (USA, Europe) (En,Fr,De,Es,It) (Rumble Version).gbc",nointro,,usa,"Perfect Dark (USA, Europe).zip",2203547
Game Boy Color,6791,Gex 3: Deep Pocket Gecko,91eb6db42e92e2df05cc2b40f0dbc2f0,Gex 3 - Deep Pocket Gecko (USA).gbc,nointro,,usa,Gex 3 - Deep Pocket Gecko (USA).zip,491675
Game Boy Color,7666,Hot Wheels: Stunt Track Driver,9a908fd85216b1b3a994ec75d2cf9318,"Hot Wheels - Stunt Track Driver (USA, Europe) (SGB Enhanced) (GB Compatible).gbc",nointro,,usa,Hot Wheels - Stunt Track Driver (USA).zip,296585
Game Boy Color,3647,MIB: Men in Black - The Series,42ff80b90350d30aafe41ea2c71a79bf,"Men in Black - The Series (USA, Europe) (SGB Enhanced) (GB Compatible).gbc",nointro,,usa,"Men in Black - The Series (USA, Europe).zip",413381
Game Boy Color,4302,The Fish Files,edf021b521a496fe7afc5e15949f5c80,"Fish Files, The (Europe) (En,Fr,De,Es,It).gbc",nointro,,europe,"Fish Files, The (Europe).zip",1990183
Game Boy Color,12864,Meitantei Conan: Kigantou Hihou Densetsu,f5325eaf1ecbf7cd6e1e561a3b5d77f7,Meitantei Conan - Kigantou Hihou Densetsu (Japan) (SGB Enhanced) (GB Compatible).gbc,nointro,,japan,Meitantei Conan - Kigantou Hihou Densetsu (Japan) (SGB Enhanced).zip,304657
Game Boy Color,711,LEGO Stunt Rally,c468c6d714a2d86e2f68bdcdbb40b658,LEGO Stunt Rally (USA).gbc,nointro,,usa,LEGO Stunt Rally (USA).zip,338418
Game Boy Color,17359,Atlantis: The Lost Empire,e24141ed6fc94b149bbf43b4bd9658e8,"Atlantis - The Lost Empire (Europe) (En,Es,It).gbc",nointro,,europe,"Atlantis - The Lost Empire (Europe) (En,Es,It).zip",665565
Game Boy Color,4646,Mickey's Speedway USA,ff9b78e1f399fc2bd665b8a08ba27456,"Mickey's Speedway USA (USA, Europe) (En,Fr,De,Es).gbc",nointro,,usa,"Mickey's Speedway USA (USA, Europe) (En,Fr,De,Es).zip",1157730
Game Boy Color,5042,Monster Rancher Explorer,f55ed9e6a8fece5220e9876fb515e222,Monster Rancher Explorer (USA).gbc,nointro,,usa,Monster Rancher Explorer (USA).zip,280499
Game Boy Color,4972,Revelations: The Demon Slayer,86ed74283fe0071f8d3f05923051efab,Revelations - The Demon Slayer (USA) (SGB Enhanced) (GB Compatible).gbc,nointro,,usa,Revelations - The Demon Slayer (USA) (SGB Enhanced) (GB Compatible).zip,198630
Game Boy Color,4301,Fix and Foxi - Episode 1: Lupo,9f77adbb0a6af7bd85d21a8ef9fdea49,"Fix & Foxi - Episode 1 - Lupo (Europe) (En,Fr,De).gbc",nointro,,europe,Fix & Foxi - Episode 1 Lupo (Europe).zip,235630
Game Boy Color,9169,Moomin's Tale,517ef53718009b20d7bf7771aef191dd,"Moomin's Tale (Europe) (En,Fr,De).gbc",nointro,,europe,Moomin's Tale (Europe).zip,402259
MAME,11750,Metal Slug: Super Vehicle-001,b43c8b4ec999588c04dad79bb8bcc745,mslug.7z <Metal Slug - Super Vehicle-001>,fbneo,,unknown,,
MAME,11763,Cadillacs and Dinosaurs,b246ff693d453c3b1a3049752da2bc75,dino.7z <Cadillacs & Dinosaurs (930201 World)>,fbneo,,unknown,dino.zip,1000000
MAME,11795,Street Fighter III: 3rd Strike - Fight for the Future,002180613c2131abce28ae5bd4a8a2fb,"sfiii3n.7z <Street Fighter III 3rd Strike: Fight for the Future (Japan 990608, NO CD)>",fbneo,,unknown,,
MAME,11770,Metal Slug X: Super Vehicle-001,320a36c48c06dce51438108df9defb90,mslugx.7z <Metal Slug X - Super Vehicle-001 (NGM-2500)(NGH-2500)>,fbneo,,unknown,,
MAME,11727,Final Fight,946e902aa8b913f8e972a64b5133c522,"ffight.7z <Final Fight (World, set 1)>",fbneo,,world,,
MAME,11825,Metal Slug 2: Super Vehicle-001/II,b1475b391ad385c16feae3a2bfbfc2a0,mslug2.7z <Metal Slug 2 - Super Vehicle-001/II (NGM-2410) (NGH-2410)>,fbneo,,unknown,,
MAME,11726,Captain Commando,33d1f8bc44a414a1f2f76cfe4c197c66,"captcommb.7z <Captain Commando (bootleg set 1, 911014 other country)>",fbneo,,unknown,,
MAME,11787,The Punisher,1a52ed76f4df2f621e235c36a97deed3,punisher.7z <The Punisher (930422 World)>,fbneo,,unknown,,
MAME,11820,Alien vs. Predator,93e4612854908c374d33bfb5c979f540,avsp.7z <Alien vs Predator (940520 Euro)>,fbneo,,unknown,,
MAME,11943,Donkey Kong,02bbe063efc4b8883206c66e6cb775c9,dkong.7z <Donkey Kong (US set 1)>,fbneo,,unknown,,
MAME,11771,Metal Slug 3,f69dc77532431c03d1dfbd31835bc4dd,mslug3.7z <Metal Slug 3 (NGM-2560)>,fbneo,,unknown,,
MAME,11757,The King of Fighters '98: The Slugfest,c0959b94e46f1811952055be7f59cba6,kof98.7z <The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420)>,fbneo,,unknown,,
MAME,12026,Metal Slug 4,d5d7199eda7492cd9ee24173357e781b,mslug4.7z <Metal Slug 4 (NGM-2630)>,fbneo,,unknown,,
MAME,12192,Pac-Man,64d1f88b9b276aece4b0edcc25b7a434,pacman.7z <Pac-Man (Midway)>,fbneo,,unknown,,
MAME,11975,Altered Beast,bc80ce3199cfe7265644e711e7919013,"altbeast2.7z <Altered Beast (set 2, MC-8123B 317-0066)>",fbneo,,unknown,,
MAME,11903,Ghouls 'n Ghosts,0d52f5c4bb4701002f55625040435aea,ghouls.7z <Ghouls'n Ghosts (World)>,fbneo,,world,,
MAME,14976,Mortal Kombat,07d935680b6501b2e42fe4baea021389,mk.7z <Mortal Kombat (rev 5.0 T-Unit 03/19/93)>,fbneo,,unknown,,
MAME,12211,Teenage Mutant Ninja Turtles: Turtles in Time,38e530be656a4e14b31e709c0502e4ec,tmnt22pu.7z <Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver. UDA)>,fbneo,,unknown,,
MAME,12154,Golden Axe,8eaf95929427abcecd6d57babe80c643,"goldnaxej.7z <Golden Axe (set 4, Japan, FD1094 317-0121)>",fbneo,,japan,,
MAME,12210,Teenage Mutant Ninja Turtles,344f706dd7fa89df2b38166b5f300c48,"tmnt.7z <Teenage Mutant Ninja Turtles (World 4 Players, version X)>",fbneo,,unknown,,
MAME,11806,Marvel vs. Capcom: Clash of Super Heroes,7280b613c4597b4a4bbbae6f634bb886,mvsc.7z <Marvel vs Capcom - clash of super heroes (980123 Euro)>,fbneo,,unknown,,
MAME,13796,Neo Turf Masters,86a5e87842b12616c52f467f5693348f,turfmast.7z <Neo Turf Masters / Big Tournament Golf>,fbneo,,unknown,,
MAME,11971,Aliens,32d0f9f324c6861605e0f948c2b68be6,aliens.7z <Aliens (World set 1)>,fbneo,,unknown,,
MAME,12323,Neo Drift Out: New Technology,49608f90881c51825b3bd2c414f21fba,neodrift.7z <Neo Drift Out - New Technology>,fbneo,,unknown,,
MAME,11800,Ms. Pac-Man,01052a074f9e7ce8dc823a5dd2155d14,mspacman.zip <MS Pacman>,fbneo,,unknown,,
MAME,11960,1942,519c84155964659375821f7ca576f095,1942.7z <1942 (Revision B)>,fbneo,,unknown,,
MAME,12027,Metal Slug 5,024e350be5736b014d80c32330f03e2a,mslug5.7z <Metal Slug 5 (NGM-2680)>,fbneo,,unknown,,
MAME,12247,Puzzle Bobble (Neo Geo),0bef9fa16cd52606f5c7b4363e726085,pbobblen.7z <Puzzle Bobble / Bust-A-Move (Neo-Geo) (NGM-083)>,fbneo,,unknown,,
MAME,11984,Astérix,1bf43bfeec4116b50a2789a61abfff59,asterixeac.7z <Asterix (ver EAC)>,fbneo,,unknown,,
MAME,11933,X-Men,663e35948366c5f5d39b27df6826231a,xmenaa.7z <X-Men (4 Players ver ADA)>,fbneo,,unknown,,
MAME,12035,The King of Fighters 2002,bcdeb242322af6d883799bd46d874d62,kof2002.7z <The King of Fighters 2002 (NGM-2650)(NGH-2650)>,fbneo,,unknown,,
MAME,13767,Cyber-Lip,db42d9fb2f27e14ea4d97a0bd5aa2c67,cyberlip.7z <Cyber-Lip (NGM-010)>,fbneo,,unknown,,
MAME,11991,Bad Dudes vs. DragonNinja,75d86ead4097fb1123ef54ca07d16f6e,baddudes.7z <Bad Dudes vs. Dragonninja (US)>,fbneo,,unknown,,
MAME,16525,Metal Slug 6,b0f22e7a710efc527f04ec29d71b435c,mslug6.zip,mamesl,,unknown,,
MAME,12138,Galaga,b8140b5e33c53b0f7dd3cc368951a4dd,galaga.7z <Galaga (Namco rev. B)>,fbneo,,unknown,,
MAME,12814,DonPachi,55e3a560128c0ecfd8999ab366ef7cf2,"donpachi.7z <DonPachi (USA, ver. 1.12, 95/05/2x)>",fbneo,,usa,,
MAME,11932,Sunset Riders,492ea859726d84d6fc94aaed5d07152c,ssridersubc.7z <Sunset Riders (2 Players ver. UBC)>,fbneo,,unknown,,
MAME,11905,Nightmare in the Dark,c49db6febda650eb59149c52852df9e5,nitd.7z <Nightmare in the Dark>,fbneo,,unknown,,
MAME,11758,Art of Fighting,df4a8b32238c36921a260ed6ab784850,aof.7z <Art of Fighting / Ryuuko no Ken (NGM-044)(NGH-044)>,fbneo,,unknown,,
MAME,11935,OutRun,83a4bf4956274d8cabccc84b446a4694,"outrun.7z <Out Run (sitdown/upright, Rev B)>",fbneo,,unknown,,
MAME,11954,1941: Counter Attack,7af6266cc52234b5aa339b16695f7fc4,1941.7z <1941 - Counter Attack (900227 World)>,fbneo,,unknown,,
MAME,13762,Burning Fight,504d6fc6bb4a767eca363474d9bb644d,burningf.7z <Burning Fight (NGM-018)(NGH-018)>,fbneo,,unknown,,
MAME,12543,League Bowling,cee8c9264320a0b32eb4efb1496e5c2b,lbowling.7z <League Bowling (NGM-019)(NGH-019)>,fbneo,,unknown,,
MAME,12031,The King of Fighters '97,5bf98ad5e7c70133d8e41bdc36172a24,kof97.7z <The King of Fighters '97 (NGM-2320)>,fbneo,,unknown,,
MAME,12248,Puzzle Bobble 2 (Neo Geo),e0d17d88ad08e13d3a2cd4ef38f7c4d5,pbobbl2n.7z <Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo)>,fbneo,,unknown,,
MAME,12274,Street Fighter III: New Generation,e55f83016a5d5c33c093af927eb81846,sfiii.7z <Street Fighter III: New Generation (Euro 970204)>,fbneo,,unknown,,
MAME,11895,Wild West C.O.W.-Boys of Moo Mesa,5a5913127183c47bf3342315fc95e6c3,moomesa.7z <Wild West C.O.W.-Boys of Moo Mesa (ver EAB)>,fbneo,,unknown,,
MAME,12266,Marvel Super Heroes vs. Street Fighter,0321dd1f8f8113fe4c2a558d67567f0e,mshvsf.7z <Marvel Super Heroes vs Street Fighter (970625 Euro)>,fbneo,,unknown,,
MAME,12394,Contra,a83f0f76c2afad4f5d7260824430b798,"contra.7z <Contra (US / Asia, set 1)>",fbneo,,unknown,,
MAME,12241,Magician Lord,14ebcd8fa440a279fae066617a13cabc,maglord.7z <Magician Lord (NGM-005)>,fbneo,,unknown,,
MAME,11752,Garou: Mark of the Wolves,577029dbc6e6bb60afdb832cef943eb1,garou.7z <Garou - Mark of the Wolves (NGM-2530)>,fbneo,,unknown,,
MAME,12111,Elevator Action Returns,3180d6cdfd39a897d6aabc818887a000,elvactr.7z <Elevator Action Returns (Ver 2.2O 1995/02/20)>,fbneo,,unknown,,
MAME,11822,Marvel Super Heroes,1c90c082845e4b6a52ef8b5f2a0050a0,mshh.7z <Marvel Super Heroes (951117 Hispanic)>,fbneo,,unknown,,
MAME,12271,Super Street Fighter II: The New Challengers,358633096a3d3a4e1f93f61ea009b766,arcade\ssf2j.zip,fbneo,,unknown,,
MAME,11996,Buster Bros.,e60d52cc2664f3857c8c149c9d7ff62c,bbros.7z <Buster Bros. (USA)>,fbneo,,usa,,
MAME,13770,Eight Man,5e38e0ffa34dafe5053110568dc0cd3f,eightman.7z <Eight Man (NGM-025)(NGH-025)>,fbneo,,unknown,,
MAME,11983,Armored Warriors,371bf8fd34fcdd2326d6aa10c61cc70a,armwar.7z <Armored Warriors (941024 Europe)>,fbneo,,unknown,,
MAME,12084,Dungeons & Dragons: Tower of Doom,85712af9f7cc2ed48da39f14379e7756,ddtod.7z <Dungeons & Dragons - tower of doom (940412 Euro)>,fbneo,,unknown,,
MAME,12601,Ghost Pilots,16fe9c9d1350297c299034812394ebdb,gpilotsh.7z <Ghost Pilots (NGH-020)(US)>,fbneo,,unknown,,
MAME,11767,Shock Troopers,066ab7af0557bd4280c94dcf1e56d551,shocktro.7z <Shock Troopers (set 1)>,fbneo,,unknown,,
MAME,11794,Mega Man: The Power Battle,209b01d5d9b045d8cbcc9311e661e94d,megaman.7z <Mega Man - the power battle (951006 USA)>,fbneo,,unknown,,
MAME,13648,Battle Garegga,c0830de50cdf83cbe0f5e44e70c7dbf9,bgaregga.7z <Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996)>,fbneo,,usa,,
MAME,11801,Blue's Journey,42db6408e1b36d120058548dc61840fc,bjourneyh.7z <Blue's Journey / Raguy (ALH-001)>,fbneo,,unknown,,
MAME,12183,Hook,5a582ef17d6a088d9cb644e4c1ea3cdd,hook.7z <Hook (World)>,fbneo,,world,,
MAME,11765,Baseball Stars 2,f0235aca225c29b7b47409be3db976b7,bstars2.7z <Baseball Stars 2>,fbneo,,unknown,,
MAME,11780,Dungeons & Dragons: Shadow Over Mystara,a3cfbfab71a065401bf0e7c7677a75bf,ddsom.7z <Dungeons & Dragons - shadow over mystara (960619 Euro)>,fbneo,,unknown,,
MAME,12366,RoboCop,93b9f9e761f6aabbdc2f50a60c374880,robocop.7z <Robocop (World revision 4)>,fbneo,,unknown,,
MAME,13794,Mutation Nation,3160045ee842fc9ab77b96e32e98fa34,mutnat.7z <Mutation Nation (NGM-014)(NGH-014)>,fbneo,,unknown,,
MAME,14978,Mortal Kombat II,1a1e7711672de486ce29704029108aa1,"mk2r42.7z <Mortal Kombat II (rev L4.2, hack)>",fbneo,,unknown,,
MAME,12023,Bubble Bobble,72a669a6a000928da3ab24c3a79e554c,"bublbobl.7z <Bubble Bobble (Japan, Ver 0.1)>",fbneo,,japan,,
MAME,11959,64th. Street: A Detective Story,ed59483551b32e69c28876fd9d2f1872,64street.7z <64th. Street - A Detective Story (World)>,fbneo,,world,,
MAME,11768,Shock Troopers: 2nd Squad,4af54168a800f0ff32f7f9377d5329a9,shocktr2.7z <Shock Troopers - 2nd Squad>,fbneo,,unknown,,
MAME,11993,Battle Circuit,022eca90bcdac21292ac15906e9a433d,batcir.7z <Battle Circuit (970319 Euro)>,fbneo,,unknown,,
MAME,13808,Robo Army,13b4d77d6491b9bfb59d7841986d5ea4,roboarmy.7z <Robo Army (set 1)>,fbneo,,unknown,,
MAME,12032,The King of Fighters '99: Millennium Battle,1653c67c602403333d94dd921737ce8e,kof99h.7z <The King of Fighters '99 - Millennium Battle (NGH-2510)>,fbneo,,unknown,,
MAME,17678,Spider-Man: The Videogame,b941a3d48abe86d690a93261002f6e2d,spidman.7z <Spider-Man: The Videogame (World)>,fbneo,,world,,
MAME,11853,Shinobi,37fc2767ab1c4826c736f1fced9a4ae7,"shinobi.7z <Shinobi (set 6, System 16A, unprotected)>",fbneo,,unknown,,
MAME,13784,King of the Monsters,057827b74ba1259423d9c00de10b4300,kotm.7z <King of the Monsters (set 1)>,fbneo,,unknown,,
MAME,14654,Ultimate Mortal Kombat 3,c2c4318c6acb302ec08b9a28dc5d3e26,umk3.7z <Ultimate Mortal Kombat 3 (rev 1.2)>,fbneo,,unknown,,
MAME,11946,Mario Bros.,de2f15d014d40b93578d255e6221fd60,"mario.7z <Mario Bros. (US, Revision G)>",fbneo,,unknown,,
MAME,12261,Street Fighter,60d31eb37595dd44584be5ef363283e3,"sf.7z <Street Fighter (US, set 1)>",fbneo,,unknown,,
MAME,12380,Strikers 1945,e64a8b99a4d2a623b293ff674e2942ea,s1945.7z <Strikers 1945 (World)>,fbneo,,world,,
MAME,12139,Galaxian,e88b34d7b5e2d8277f1fa97e9a647fba,galaxian.7z <Galaxian (Namco set 1)>,fbneo,,unknown,,
MAME,15015,Centipede,3e30300051e145abaf2164a53f107bb7,centiped.7z <>,fbneo,,unknown,,
MAME,12005,Detana!! TwinBee,87cb40111232c62b2e0c747b0419a6fb,"blswhstl.7z <Bells & Whistles (World, version L)>",fbneo,,world,,
MAME,11942,X-Men vs. Street Fighter,a364a6bcde97a8910c2f3fef4b1e4dfe,xmvsfb.7z <X-Men vs Street Fighter (961023 Brazil)>,fbneo,,unknown,,
MAME,11858,Bang Bead,f19f4133f3a29af99d6f8bd028dd4fc3,bangbead.7z <Bang Bead>,fbneo,,unknown,,
MAME,4845,Pretty Soldier Sailor Moon,d68fed6d32c4252699e598d07c816371,"sailormnu.7z <Pretty Soldier Sailor Moon (ver. 95/03/22B, USA)>",fbneo,,usa,,
MAME,15000,Batman,ec0e2603172c73a8b644bb9456c1ff6e,batman.7z <Batman>,fbneo,,unknown,,
MAME,12033,The King of Fighters 2000,69fa9fb02b9fe054c98d9dee8729ce92,kof2000n.7z <The King of Fighters 2000 (not encrypted)>,fbneo,,unknown,,
MAME,12030,The King of Fighters '96,23438b2c55800e5b4e8ab86f525b379c,kof96h.7z <The King of Fighters '96 (NGH-214)>,fbneo,,unknown,,
MAME,12082,Double Dragon,a7d9fc7dc88e60d2401f1d89dca4476a,ddragon.7z <Double Dragon (Japan)>,fbneo,,japan,,
MAME,12149,Ghosts 'n Goblins,4dc5c37d2056ea8be1f968ebecc66ea0,makaimurg.7z <Makai-Mura (Japan revision G)>,fbneo,,unknown,,
MAME,12661,Double Dragon (Neo-Geo),c195a4aab39ed2ce2cd7011356a15f29,doubledr.7z <Double Dragon (Neo-Geo)>,fbneo,,unknown,,
MAME,13566,Pachinko Sexy Reaction,ed6b61fc3c23bab78e12cf3b49f6df9f,sxyreact.7z <Pachinko Sexy Reaction (Japan)>,fbneo,,japan,,
MAME,11979,U.N. Squadron,0006c5e727223e4434423bfa12ea0dc8,area88.7z <Area 88 (Japan)>,fbneo,,japan,,
MAME,17469,SegaSonic the Hedgehog,bb5459bf19132d4dc1340654c17331df,"sonic.7z <SegaSonic The Hedgehog (Japan, rev. C)>",fbneo,,japan,,
MAME,13250,Night Slashers,1901091290afe5c3996de681d75e7520,"nslashers.7z <Night Slashers (Over Sea Rev 1.2, DE-0397-0 PCB)>",fbneo,,unknown,,
MAME,13815,Super Sidekicks 3: The Next Glory,2f2de150d937ca7de1ecae79957c5281,ssideki3.7z <Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikou e no michi>,fbneo,,unknown,,
MAME,11760,Zed Blade,ad7690ec619673225f1e0f7f265d5fa8,zedblade.7z <Zed Blade / Operation Ragnarok>,fbneo,,unknown,,
Nintendo 64,10003,Super Mario 64,20b854b239203baf6c961b850a4a51a2,Super Mario 64 (USA).z64,nointro,,usa,Super Mario 64 (USA).zip,6236285
Nintendo 64,10082,Super Smash Bros.,F7C52568A31AADF26E14DC2B6416B2ED,Super Smash Bros. (USA).z64,nointro,,usa,Super Smash Bros. (USA).zip,12528904
Nintendo 64,10113,The Legend of Zelda: Ocarina of Time,5BD1FE107BF8106B2AB6650ABECD54D6,"Legend of Zelda, The - Ocarina of Time (USA).z64",nointro,,usa,"Legend of Zelda, The - Ocarina of Time (USA).zip",26564897
Nintendo 64,10210,Banjo-Kazooie,B29599651A13F681C9923D69354BF4A3,Banjo-Kazooie (USA).z64,nointro,,usa,Banjo-Kazooie (USA).zip,16308115
Nintendo 64,10679,The Legend of Zelda: Majora's Mask,2A0A8ACB61538235BC1094D297FB6556,"Legend of Zelda, The - Majora's Mask (USA).z64",nointro,,usa,"Legend of Zelda, The - Majora's Mask (USA).zip",27522119
Nintendo 64,10075,Donkey Kong 64,9ec41abf2519fc386cadd0731f6e868c,Donkey Kong 64 (USA).z64,nointro,,usa,Donkey Kong 64 (USA).zip,27715023
Nintendo 64,10246,Kirby 64: The Crystal Shards,D33E4254336383A17FF4728360562ADA,Kirby 64 - The Crystal Shards (USA).z64,nointro,,usa,Kirby 64 - The Crystal Shards (USA).zip,12214027
Nintendo 64,10202,Diddy Kong Racing,4F0E07F0EEAC7E5D7CE3A75461888D03,"Diddy Kong Racing (USA) (En,Fr).z64",nointro,,usa,"Diddy Kong Racing (USA) (En,Fr).zip",9941186
Nintendo 64,10073,GoldenEye 007,70C525880240C1E838B8B1BE35666C3B,GoldenEye 007 (USA).z64,nointro,,usa,GoldenEye 007 (USA).zip,10773748
Nintendo 64,10248,Star Fox 64,caf9a78db13ee00002ff63a3c0c5eabb,Star Fox 64 (USA).z64,nointro,,usa,Star Fox 64 (USA).zip,10608784
Nintendo 64,10173,Yoshi's Story,586A092E22604840973B82DFACEAC77A,"Yoshi's Story (USA) (En,Ja).z64",nointro,,usa,"Yoshi's Story (USA) (En,Ja).zip",9606291
Nintendo 64,10263,Mario Party,8BC2712139FBF0C56C8EA835802C52DC,Mario Party (USA).z64,nointro,,usa,Mario Party (USA).zip,21533197
Nintendo 64,10617,Wave Race 64,2048a640c12d1cf2052ba1629937d2ff,Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1).z64,nointro,,usa,Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1).zip,6155852
Nintendo 64,10667,Castlevania,06B58673F7D31C56F8FE8186E86F6BD6,Castlevania (USA) (Rev 2).z64,nointro,,usa,Castlevania (USA) (Rev 2).zip,9784882
Nintendo 64,10133,F-Zero X,753437D0D8ADA1D12F3F9CF0F0A5171F,F-Zero X (USA).z64,nointro,,usa,F-Zero X (USA).zip,12953815
Nintendo 64,10211,Banjo-Tooie,40E98FAA24AC3EBE1D25CB5E5DDF49E4,Banjo-Tooie (USA).z64,nointro,,usa,Banjo-Tooie (USA).zip,32775626
Nintendo 64,10181,Pokémon Stadium,ED1378BC12115F71209A77844965BA50,Pokemon Stadium (USA).z64,nointro,,usa,Pokemon Stadium (USA).zip,27664145
Nintendo 64,10270,Pokémon Puzzle League,E722576A15182CFED6782379CE4BC8BE,Pokemon Puzzle League (USA).z64,nointro,,usa,Pokemon Puzzle League (USA).zip,22610884
Nintendo 64,10648,Star Wars: Rogue Squadron,2E458D7CC355D7918493B0E0362C9A20,Star Wars - Rogue Squadron (USA) (Rev 1).z64,nointro,,usa,Star Wars - Rogue Squadron (USA) (Rev 1).zip,14430639
Nintendo 64,10259,Mario Golf,903E6929666531D72D05D1E4C522E305,Mario Golf (USA).z64,nointro,,usa,Mario Golf (USA).zip,17314913
Nintendo 64,10110,Perfect Dark,7F4171B0C8D17815BE37913F535E4E93,Perfect Dark (USA).z64,nointro,,usa,Perfect Dark (USA).zip,30013942
Nintendo 64,10264,Mario Party 2,04840612A35ECE222AFDB2DFBF926409,Mario Party 2 (USA).z64,nointro,,usa,Mario Party 2 (USA).zip,24939478
Nintendo 64,10162,Blast Corps,5875FC73069077C93E214233B60F0BDC,Blast Corps (USA) (Rev 1).z64,nointro,,usa,Blast Corps (USA) (Rev 1).zip,7227718
Nintendo 64,10108,Mario Party 3,76A8BBC81BC2060EC99C9645867237CC,Mario Party 3 (USA).z64,nointro,,usa,Mario Party 3 (USA).zip,25479420
Nintendo 64,10153,Star Wars: Shadows of the Empire,C7B40352AAD8D863D88D51672F9A0087,Star Wars - Shadows of the Empire (USA) (Rev 2).z64,nointro,,usa,Star Wars - Shadows of the Empire (USA) (Rev 2).zip,11819032
Nintendo 64,12984,The New Tetris,7a28179b00734c9aa0f0609fafaafd5f,"New Tetris, The (USA).z64",nointro,,usa,"New Tetris, The (USA).zip",10187499
