rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
167,1204,"Chibi-Robo! Park Patrol","Nintendo DS",18,192,192,192,48,0,"Park Ranger Simulator","","Nintendo","2007-07-05"
168,9489,"The Dark Spire","Nintendo DS",18,192,192,192,74,0,"","Success","Atlus","2009-04-14"
169,16716,"Cooking Mama 2: Dinner with Friends","Nintendo DS",18,190,190,190,25,0,"Cooking Simulation","Cooking Mama Limited","","2007-11-13"
170,14789,"Tingle's Balloon Fight DS","Nintendo DS",18,190,190,190,26,0,"2D Platforming","Vanpool","Nintendo","2007-04-12"
171,25801,"~Homebrew~ Fishing the Deep","Nintendo DS",18,187,187,187,6,0,"Sports - Fishing","SurrealCubeMedia","SurrealCubeMedia","2021-04-27"
172,18612,"Thomas & Friends: Hero of the Rails","Nintendo DS",18,183,183,183,20,0,"Educational, Racing","Fuse Games | Silverball Studios","Barnstorm Games","2010-08-20"
173,15453,"One Piece: Gigant Battle!","Nintendo DS",18,182,182,182,67,0,"2D Fighting","Ganbarion","Bandai Namco","2011-07-01"
174,30328,"~Prototype~ Nicktoons: Android Invasion","Nintendo DS",18,181,181,181,8,0,"2D Platforming, Educational","WayForward","","2007-01-01"
175,17066,"Ben 10: Alien Force","Nintendo DS",18,176,176,176,33,0,"Beat 'em Up","Vicious Cycle Software","D3 Publisher","2008-10-28"
176,16299,"Yu-Gi-Oh! World Championship 2008","Nintendo DS",18,176,176,176,141,0,"Collectible Card Game","Konami","Konami","2007-12-04"
177,16240,"The Urbz: Sims in the City","Nintendo DS",18,175,175,175,89,0,"Life Simulation, Strategy","Griptonite Games, Maxis","Electronic Arts","2004-11-17"
178,26532,"Dora the Explorer: Dora Saves the Mermaids","Nintendo DS",18,173,173,173,6,0,"Adventure, Educational","Black Lantern Studios","2K Games","2007-11-05"
179,17320,"MySims","Nintendo DS",18,173,173,173,63,0,"Life Simulation","TOSE","Electronic Arts","2007-09-18"
180,31371,"Pass the Pigs: Let the Good Swines Roll!","Nintendo DS",18,172,172,172,31,0,"Board Game","AWE Games","THQ","2008-10-21"
181,20077,"Puzzler World 2011","Nintendo DS",18,172,172,172,82,0,"Puzzle","Ideas Pad","UFO Interactive","2010-10-10"
182,9701,"Touch the Dead | Dead 'n' Furious","Nintendo DS",18,172,172,172,56,0,"Rail Shooter, Survival Horror","Dream On Studio","Eidos Interactive, Virgin Interactive","2007-05-16"
183,16154,"Digimon World Championship","Nintendo DS",18,170,170,170,46,0,"Life Simulation, Real-Time Strategy","Epics","Bandai Namco","2008-02-14"
184,20263,"Diner Dash: Flo on the Go","Nintendo DS",18,169,169,169,92,0,"Job Simulation","PlayFirst","Zoo Digital Publishing | Zushi Games","2009-10-27"
185,16755,"Orcs and Elves","Nintendo DS",18,168,168,168,66,0,"CRPG, Dungeon Crawl","Fountainhead Entertainment, id Software","Electronic Arts","2007-11-13"
186,14974,"~Homebrew~ New Zelda","Nintendo DS",18,166,166,166,8,0,"2D Platforming","Lupi","Lupi","2006-08-02"
187,16300,"Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus","Nintendo DS",18,164,164,164,92,0,"Collectible Card Game, Racing","Konami","Konami","2011-03-25"
