rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
184,14039,"Perfect Dark","Game Boy Color",6,134,134,134,34,0,"Stealth, Third-Person Shooter","Rare","Rareware Limited","2000-08-28"
185,15925,"Loppi Puzzle Magazine: Kangaeru Puzzle Soukangou","Game Boy Color",6,133,133,133,10,0,"","Success, Game Studio","Success","2001-08-01"
186,6791,"Gex 3: Deep Pocket Gecko","Game Boy Color",6,131,131,131,24,0,"2D Platforming","David A. Palmer Productions","Eidos Interactive","1999-12-01"
187,7666,"Hot Wheels: Stunt Track Driver","Game Boy Color",6,131,131,131,24,0,"Arcade Racing","Lucky Chicken Games","Mattel","2000-01-01"
188,3647,"MIB: Men in Black - The Series","Game Boy Color",6,130,130,130,15,0,"2D Platforming","Tiertex Design Studios","Crave Entertainment","1999-03-01"
189,4302,"The Fish Files","Game Boy Color",6,128,128,128,33,0,"Point-and-Click Adventure","7th Sense","Microids","2001-11-29"
190,12864,"Meitantei Conan: Kigantou Hihou Densetsu","Game Boy Color",6,127,127,127,11,0,"","","","2000-05-31"
191,28190,"~Homebrew~ The Mandalorian - Chapter 3: The Sin","Game Boy Color",6,122,122,122,10,0,"Action","Eric C. Wilder","itch.io","2021-01-01"
192,711,"LEGO Stunt Rally","Game Boy Color",6,122,122,122,20,0,"Arcade Racing","Graphic State","LEGO Interactive | LEGO Media","2000-12-29"
193,26179,"~Homebrew~ Octopus Stressus","Game Boy Color",6,121,121,121,7,0,"","allalonegamez","allalonegamez","2023-04-23"
194,17359,"Atlantis: The Lost Empire","Game Boy Color",6,118,118,118,27,0,"2D Platforming","Eurocom","THQ","2001-07-30"
195,4646,"Mickey's Speedway USA","Game Boy Color",6,118,118,118,202,0,"Kart Racing","Rare","Nintendo","2001-03-23"
196,5042,"Monster Rancher Explorer","Game Boy Color",6,115,115,115,31,0,"","Tecmo","Koei | Tecmo","2000-09-29"
197,4972,"Revelations: The Demon Slayer","Game Boy Color",6,115,115,115,31,0,"Turn-Based RPG","Access, Multimedia Intelligence Transfer","Atlus","1999-03-19"
198,4301,"Fix and Foxi - Episode 1: Lupo","Game Boy Color",6,110,110,110,12,0,"2D Platforming","Similis Software","Ravensburger","2000-01-01"
199,9169,"Moomin's Tale","Game Boy Color",6,108,108,108,16,0,"","Pixel","Sunsoft","2000-09-30"
200,15926,"Loppi Puzzle Magazine: Kangaeru Puzzle Dai-2-gou","Game Boy Color",6,106,106,106,10,0,"","Success","Success","2001-10-01"
