rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released,description,icon,boxArt,titleScreen,screenshot,rating
85,12005,Detana!! TwinBee,Arcade,27,1290,1290,1290,40,0,Shoot 'em Up,Konami,Konami,1991-02-01,"Detana!! TwinBee, released in Europe as Bells & Whistles, is a 1991 vertically scrolling shooter video game developed and published by Konami for arcades. It is the fifth entry in the TwinBee series and the second to be released for arcades following the original TwinBee. Set several years after the events of TwinBee, players assume the role of Light and Pastel taking control of TwinBee and WinBee to defeat invading forces of the evil alien Iva and save planet Meru after receiving an SOS message sent by Princess Melora.",https://media.retroachievements.org/Images/052612.png,https://media.retroachievements.org/Images/052964.png,https://media.retroachievements.org/Images/052587.png,https://media.retroachievements.org/Images/052588.png,4.3
86,11942,X-Men vs. Street Fighter,Arcade,27,1259,1259,1259,55,0,2D Fighting,Capcom,Capcom,1996-09-01,"X-Men vs. Street Fighter is a 1996 crossover fighting game developed and published by Capcom. It is Capcom's third fighting game to feature Marvel Comics characters, following X-Men: Children of the Atom (1994) and Marvel Super Heroes (1995), and the first installment in the Marvel vs. Capcom series. As the title suggests, the game includes characters from Marvel's X-Men franchise and the cast from Capcom's Street Fighter series. Originally released for arcades in 1996, it was ported to the Sega Saturn in 1997 and the PlayStation in 1998. The original arcade version is included in the compilation Marvel vs. Capcom Fighting Collection: Arcade Classics, released for the Nintendo Switch, PlayStation 4 and Windows in 2024.",https://media.retroachievements.org/Images/106810.png,https://media.retroachievements.org/Images/016185.png,https://media.retroachievements.org/Images/016182.png,https://media.retroachievements.org/Images/016183.png,4.3
87,11858,Bang Bead,Arcade,27,1241,1241,1241,17,0,Sports - Ball & Paddle,Visco,Visco,2000-01-01,"Japanese video game company SNK began developing and publishing video games in 1978. SNK's first video games were released on dedicated arcade boards throughout the 1980s. In the 1990s and early 2000s, most of their games were released on their proprietary hardware, including the Neo Geo and Neo Geo Pocket Color. Since the mid-2000s, SNK has released games on other company platforms.",https://media.retroachievements.org/Images/088064.png,https://media.retroachievements.org/Images/099018.png,https://media.retroachievements.org/Images/021939.png,https://media.retroachievements.org/Images/021940.png,4.3
88,4845,Pretty Soldier Sailor Moon,Arcade,27,1220,1220,1220,30,0,Beat 'em Up,Gazelle,Banpresto,1995-03-22,"Pretty Soldier Sailor Moon is a side-scrolling beat 'em up arcade video game developed by Gazelle and released on March 22, 1995. It was published by Banpresto. It is the first game to be created by Gazelle, one of the offshoots of defunct developer Toaplan that were founded after they declared bankruptcy in 1994, and one of the few titles based upon Naoko Takeuchi's Sailor Moon shōjo manga and anime series that had an official international release, and it also has been compared with other titles in the same genre such as Capcom's Final Fight and Technōs Japan's Double Dragon.",https://media.retroachievements.org/Images/068543.png,https://media.retroachievements.org/Images/031271.png,https://media.retroachievements.org/Images/029089.png,https://media.retroachievements.org/Images/029097.png,4.3
89,15000,Batman,Arcade,27,1215,1215,1215,19,0,Beat 'em Up,Atari,Atari,1991-04-01,"Batman is a superhero who appears in American comic books published by DC Comics. Batman was created by writer Bill Finger and artist Bob Kane, and debuted in the 27th issue of the comic book Detective Comics on March 30, 1939. In the DC Universe, Batman is the alias of Bruce Wayne, a wealthy American playboy, philanthropist, and industrialist who resides in the fictional Gotham City. Originally a millionaire, later versions of the character depict him as a billionaire. His origin story features him swearing vengeance against criminals after witnessing the murder of his parents, Thomas and Martha, as a child, a vendetta tempered by the ideal of justice. He trains himself physically and intellectually, crafts a bat-inspired persona, and monitors the Gotham streets at night. Kane, Finger, and other creators accompanied Batman with supporting characters, including his sidekicks Robin and Batgirl; allies Alfred Pennyworth and James Gordon; love interest and occasional adversary Catwoman; as well as foes such as the Penguin, the Riddler, Two-Face, and his archenemy, the Joker.",https://media.retroachievements.org/Images/052559.png,https://media.retroachievements.org/Images/030277.png,https://media.retroachievements.org/Images/030276.png,https://media.retroachievements.org/Images/030278.png,4.3
90,12033,The King of Fighters 2000,Arcade,27,1214,1214,1214,90,0,2D Fighting,SNK,SNK,2000-07-01,"The King of Fighters 2000 is a 2000 fighting video game developed and produced by SNK and released for the Neo Geo arcade and home consoles. It is the seventh installment in The King of Fighters series for the Neo Geo, and the final game in the series SNK produced before the original company's bankruptcy. The game was ported to the Dreamcast in Japan and the PlayStation 2 in 2002. The game, a sequel to The King of Fighters '99, focuses on a tournament held by the commander of the Hikari military forces, Heidern, who seeks to interrogate the missing K' and Maxima in order to learn about their former group, the NESTS cartel. The gameplay retains the Striker system of the previous games in the series involving assisting characters, but was modified to generate more combos.",https://media.retroachievements.org/Images/109347.png,https://media.retroachievements.org/Images/016470.png,https://media.retroachievements.org/Images/016462.png,https://media.retroachievements.org/Images/016469.png,4.3
91,12030,The King of Fighters '96,Arcade,27,1208,1208,1208,96,0,2D Fighting,SNK,SNK,1996-07-01,"The King of Fighters '96 (KOF '96) is a fighting game released by SNK for the Neo Geo arcade and home consoles in 1996. It is the third game in The King of Fighters series, following The King of Fighters '95. Unlike its predecessors, it features more emphasis on hand-to-hand combat rather than projectile moves. The plot follows a new King of Fighters tournament created by Chizuru Kagura, the heir of the Yata Clan, who wants to find and recruit the protagonist, Kyo Kusanagi, who defeated the previous host Rugal Bernstein. She seeks to recruit him to ask him and his bitter rival, Iori Yagami, to help her in the sealing of the Orochi demon like her predecessors. The final boss of the game is Goenitz, one of the servants of Orochi. Developers made several changes to the cast when compared to The King of Fighters '95, with special focus on a Boss Team composed of famous villains from their other two IPs, Fatal Fury and Art of Fighting.",https://media.retroachievements.org/Images/120960.png,https://media.retroachievements.org/Images/016421.png,https://media.retroachievements.org/Images/016410.png,https://media.retroachievements.org/Images/016415.png,4.3
92,12082,Double Dragon,Arcade,27,1202,1202,1202,16,0,Beat 'em Up,Technos Japan,Taito,1987-01-01,"Double Dragon  is a beat 'em up video game series originally developed and published by Technōs Japan. It began with the release of the arcade game Double Dragon in 1987. The series features twin martial artists, Billy and Jimmy Lee, as they fight against various adversaries and rivals.",https://media.retroachievements.org/Images/049791.png,https://media.retroachievements.org/Images/055660.png,https://media.retroachievements.org/Images/054631.png,https://media.retroachievements.org/Images/054632.png,4.3
93,12149,Ghosts 'n Goblins,Arcade,27,1198,1198,1198,42,0,,Capcom,Capcom,1985-09-01,"Ghosts 'n Goblins, known in Japan as Makaimura , is a series of run-and-gun platform video games developed and owned by Capcom. The first entry in the series was Ghosts 'n Goblins, released in arcades on July 7, 1985. The series has subsequently been ported to and released on a variety of personal computers, game consoles and mobile platforms and spawned several sequels and spin-offs.",https://media.retroachievements.org/Images/119126.png,https://media.retroachievements.org/Images/050116.png,https://media.retroachievements.org/Images/032357.png,https://media.retroachievements.org/Images/044934.png,4.3
94,12661,Double Dragon (Neo-Geo),Arcade,27,1195,1195,1195,38,0,2D Fighting,Technōs Japan,Technōs Japan,1995-02-01,"Double Dragon  is a beat 'em up video game series originally developed and published by Technōs Japan. It began with the release of the arcade game Double Dragon in 1987. The series features twin martial artists, Billy and Jimmy Lee, as they fight against various adversaries and rivals.",https://media.retroachievements.org/Images/120099.png,https://media.retroachievements.org/Images/048755.png,https://media.retroachievements.org/Images/063513.png,https://media.retroachievements.org/Images/048756.png,4.3
