rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
182,5564,"Yu Yu Hakusho: Ghost Files - Tournament Tactics","Game Boy Advance",5,587,587,587,60,0,"Tactical RPG","Sensory Sweep Studios","Atari","2004-01-01"
183,4707,"Shining Force: Resurrection of the Dark Dragon","Game Boy Advance",5,585,585,585,72,0,"Tactical RPG","Amusement Vision","Sega, Atlus","2004-06-08"
184,7644,"Avatar: The Last Airbender","Game Boy Advance",5,583,583,583,46,0,"Action-Adventure","Halfbrick Studios","THQ","2006-10-10"
185,6141,"Crash of the Titans","Game Boy Advance",5,579,579,579,56,0,"2D Platforming","Amaze Entertainment","Sierra Entertainment","2007-10-04"
186,9877,"~Hack~ Pokémon Theta Emerald Renev","Game Boy Advance",5,577,577,577,138,0,"Turn-Based RPG","LCCoolJ95","Hack - Pokemon Emerald Version","2018-01-01"
187,774,"Mega Man Battle Network 3: Blue Version","Game Boy Advance",5,575,575,575,79,0,"Action RPG","Capcom","Capcom","2003-06-24"
188,12786,"Dora the Explorer: The Search for Pirate Pig's Treasure","Game Boy Advance",5,572,572,572,37,0,"Adventure","Cinegroupe","NewKidCo","2002-12-13"
189,6087,"Pocky & Rocky with Becky","Game Boy Advance",5,551,551,551,36,0,"","Altron","Natsume","2001-10-05"
190,9842,"~Hack~ Super Metroid: GBA Edition","Game Boy Advance",5,548,548,548,46,0,"Metroidvania","The Brothers Crafters","Hack - Metroid: Zero Mission","2020-12-15"
191,24054,"SpongeBob's Atlantis SquarePantis","Game Boy Advance",5,548,548,548,29,0,"2D Platforming","Altron","THQ","2007-10-23"
192,4738,"The King of Fighters EX: Neo Blood","Game Boy Advance",5,545,545,545,28,0,"2D Fighting","SNK","SNK","2002-01-01"
193,4881,"DemiKids: Dark Version","Game Boy Advance",5,542,542,542,81,0,"Turn-Based RPG","Multimedia Intelligence Transfer","Atlus","2003-10-07"
194,6620,"Zooo: Action Puzzle Game","Game Boy Advance",5,541,541,541,22,0,"Tile Matching","Buddiez","Ignition Entertainment","2003-10-31"
195,6772,"Scooby-Doo! Unmasked","Game Boy Advance",5,537,537,537,28,0,"2D Platforming","Artificial Mind and Movement","THQ","2005-09-12"
196,761,"Earthworm Jim","Game Boy Advance",5,531,531,531,59,0,"2D Platforming","Shiny Entertainment, Game Titan","Interplay Entertainment","2001-06-10"
197,2589,"Summon Night: Swordcraft Story 2","Game Boy Advance",5,530,530,530,81,0,"","Flight-Plan","Atlus","2006-10-17"
198,6759,"Denki Blocks!","Game Boy Advance",5,525,525,525,33,0,"","Rage Software","Majesco Entertainment","2001-10-30"
199,2172,"Mortal Kombat: Deadly Alliance","Game Boy Advance",5,525,525,525,57,0,"3D Fighting","Midway","Midway","2002-11-20"
200,4909,"Mega Man Battle Chip Challenge","Game Boy Advance",5,523,523,523,32,0,"","Inti Creates","Capcom","2004-03-03"
