id,romId,title,url,image,console,downloadCount,size,romType
31035,30173,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,80,191.23 K,
31036,30173,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,67,159.38 K,
31037,30173,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,145,467.78 K,
31038,30173,Castlevania II: Belmont’s Revenge,https://romsfun.com/roms/game-boy-color/castlevania-ii-belmonts-revenge-3.html,https://romsfun.com/wp-content/uploads/2023/06/Castlevania-II-Belmontx27s-Revenge-300x300.jpg,Castlevania II: Belmont’s Revenge,62,557.42 K,
30697,30117,Pokemon Celebrations,https://romsfun.com/roms/game-boy-color/pokemon-celebrations.html,https://romsfun.com/wp-content/uploads/2025/06/Pokemon-Celebrations-300x298.jpg,Pokemon Celebrations,"1,724",526.05 K,
30698,30117,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,87,179.13 K,
30699,30117,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,90,96.8 K,
30700,30117,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,81,191.23 K,
30701,30117,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,67,159.38 K,
30702,30117,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,146,467.78 K,
30643,30108,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,86,179.13 K,
30644,30108,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,90,96.8 K,
30645,30108,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,80,191.23 K,
30646,30108,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,67,159.38 K,
30647,30108,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,145,467.78 K,
30648,30108,Castlevania II: Belmont’s Revenge,https://romsfun.com/roms/game-boy-color/castlevania-ii-belmonts-revenge-3.html,https://romsfun.com/wp-content/uploads/2023/06/Castlevania-II-Belmontx27s-Revenge-300x300.jpg,Castlevania II: Belmont’s Revenge,63,557.42 K,
30433,30073,Pokemon Celebrations,https://romsfun.com/roms/game-boy-color/pokemon-celebrations.html,https://romsfun.com/wp-content/uploads/2025/06/Pokemon-Celebrations-300x298.jpg,Pokemon Celebrations,"1,730",526.05 K,
30434,30073,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,87,179.13 K,
30435,30073,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,90,96.8 K,
30436,30073,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,81,191.23 K,
30437,30073,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,67,159.38 K,
30438,30073,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,146,467.78 K,
31057,30177,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,85,179.13 K,
31058,30177,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,90,96.8 K,
31059,30177,Final Fantasy Legend III DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-iii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-III-DX-300x300.jpg,Final Fantasy Legend III DX,80,191.23 K,
31060,30177,Final Fantasy Adventure Color,https://romsfun.com/roms/game-boy-color/final-fantasy-adventure-color.html,https://romsfun.com/wp-content/uploads/2025/10/Final-Fantasy-Adventure-Color-300x300.jpg,Final Fantasy Adventure Color,67,159.38 K,
31061,30177,Pokemon TCG: Neo,https://romsfun.com/roms/game-boy-color/pokemon-tcg-neo.html,https://romsfun.com/wp-content/uploads/2025/07/Pokemon-TCG-Neo-300x300.jpg,Pokemon TCG: Neo,145,467.78 K,
31062,30177,Castlevania II: Belmont’s Revenge,https://romsfun.com/roms/game-boy-color/castlevania-ii-belmonts-revenge-3.html,https://romsfun.com/wp-content/uploads/2023/06/Castlevania-II-Belmontx27s-Revenge-300x300.jpg,Castlevania II: Belmont’s Revenge,62,557.42 K,
31153,30193,Final Fantasy Legend II DX,https://romsfun.com/roms/game-boy-color/final-fantasy-legend-ii-dx.html,https://romsfun.com/wp-content/uploads/2025/09/Final-Fantasy-Legend-II-DX-300x300.jpg,Final Fantasy Legend II DX,86,179.13 K,
31154,30193,The Final Fantasy Legend 1 DX,https://romsfun.com/roms/game-boy-color/the-final-fantasy-legend-1-dx.html,https://romsfun.com/wp-content/uploads/2025/09/The-Final-Fantasy-Legend-1-DX-300x300.jpg,The Final Fantasy Legend 1 DX,90,96.8 K,
